Year,Month,Product,Brand,Category,Region,Channel,Units,UnitPrice,Revenue,COGS,GrossProfit,NetProfit
2024,1,Pepsi,Pepsi,Beverages,UK & Ireland,Foodservice,1536865,1.064,1635224.36,706957.9,928266.46,399154.58
2024,2,Pepsi,Pepsi,Beverages,UK & Ireland,Foodservice,1356142,1.064,1442935.09,623825.32,819109.77,352217.2
2024,3,Pepsi,Pepsi,Beverages,UK & Ireland,Foodservice,1805133,1.064,1920661.51,830361.18,1090300.33,468829.14
2024,4,Pepsi,Pepsi,Beverages,UK & Ireland,Foodservice,1818526,1.064,1934911.66,836521.96,1098389.7,472307.57
2024,5,Pepsi,Pepsi,Beverages,UK & Ireland,Foodservice,1710307,1.064,1819766.65,786741.22,1033025.43,444200.93
2024,6,Pepsi,Pepsi,Beverages,UK & Ireland,Foodservice,2038894,1.064,2169383.22,937891.24,1231491.98,529541.55
2024,7,Pepsi,Pepsi,Beverages,UK & Ireland,Foodservice,2248660,1.064,2392574.24,1034383.6,1358190.64,584021.98
2024,8,Pepsi,Pepsi,Beverages,UK & Ireland,Foodservice,2274263,1.064,2419815.83,1046160.98,1373654.85,590671.59
2024,9,Pepsi,Pepsi,Beverages,UK & Ireland,Foodservice,1891688,1.064,2012756.03,870176.48,1142579.55,491309.21
2024,10,Pepsi,Pepsi,Beverages,UK & Ireland,Foodservice,1606220,1.064,1709018.08,738861.2,970156.88,417167.46
2024,11,Pepsi,Pepsi,Beverages,UK & Ireland,Foodservice,1614753,1.064,1718097.19,742786.38,975310.81,419383.65
2024,12,Pepsi,Pepsi,Beverages,UK & Ireland,Foodservice,1464642,1.064,1558379.09,673735.32,884643.77,380396.82
2024,1,Pepsi,Pepsi,Beverages,Iberia,Modern Trade,2844122,0.95,2701915.9,1308296.12,1393619.78,599256.51
2024,2,Pepsi,Pepsi,Beverages,Iberia,Modern Trade,3354097,0.95,3186392.15,1542884.62,1643507.53,706708.24
2024,3,Pepsi,Pepsi,Beverages,Iberia,Modern Trade,3400435,0.95,3230413.25,1564200.1,1666213.15,716471.65
2024,4,Pepsi,Pepsi,Beverages,Iberia,Modern Trade,4088073,0.95,3883669.35,1880513.58,2003155.77,861356.98
2024,5,Pepsi,Pepsi,Beverages,Iberia,Modern Trade,4065803,0.95,3862512.85,1870269.38,1992243.47,856664.69
2024,6,Pepsi,Pepsi,Beverages,Iberia,Modern Trade,4185447,0.95,3976174.65,1925305.62,2050869.03,881873.68
2024,7,Pepsi,Pepsi,Beverages,Iberia,Modern Trade,5216279,0.95,4955465.05,2399488.34,2555976.71,1099069.99
2024,8,Pepsi,Pepsi,Beverages,Iberia,Modern Trade,5379399,0.95,5110429.05,2474523.54,2635905.51,1133439.37
2024,9,Pepsi,Pepsi,Beverages,Iberia,Modern Trade,3741820,0.95,3554729,1721237.2,1833491.8,788401.47
2024,10,Pepsi,Pepsi,Beverages,Iberia,Modern Trade,3093512,0.95,2938836.4,1423015.52,1515820.88,651802.98
2024,11,Pepsi,Pepsi,Beverages,Iberia,Modern Trade,3508906,0.95,3333460.7,1614096.76,1719363.94,739326.49
2024,12,Pepsi,Pepsi,Beverages,Iberia,Modern Trade,3734601,0.95,3547870.95,1717916.46,1829954.49,786880.43
2024,1,Pepsi,Pepsi,Beverages,Iberia,Traditional Trade,2093586,0.921,1928192.71,963049.56,965143.15,415011.55
2024,2,Pepsi,Pepsi,Beverages,Iberia,Traditional Trade,1931087,0.921,1778531.13,888300.02,890231.11,382799.38
2024,3,Pepsi,Pepsi,Beverages,Iberia,Traditional Trade,2313082,0.921,2130348.52,1064017.72,1066330.8,458522.24
2024,4,Pepsi,Pepsi,Beverages,Iberia,Traditional Trade,2467108,0.921,2272206.47,1134869.68,1137336.79,489054.82
2024,5,Pepsi,Pepsi,Beverages,Iberia,Traditional Trade,2851832,0.921,2626537.27,1311842.72,1314694.55,565318.66
2024,6,Pepsi,Pepsi,Beverages,Iberia,Traditional Trade,3239392,0.921,2983480.03,1490120.32,1493359.71,642144.68
2024,7,Pepsi,Pepsi,Beverages,Iberia,Traditional Trade,2829759,0.921,2606208.04,1301689.14,1304518.9,560943.13
2024,8,Pepsi,Pepsi,Beverages,Iberia,Traditional Trade,3359817,0.921,3094391.46,1545515.82,1548875.64,666016.53
2024,9,Pepsi,Pepsi,Beverages,Iberia,Traditional Trade,2775223,0.921,2555980.38,1276602.58,1279377.8,550132.45
2024,10,Pepsi,Pepsi,Beverages,Iberia,Traditional Trade,2363437,0.921,2176725.48,1087181.02,1089544.46,468504.12
2024,11,Pepsi,Pepsi,Beverages,Iberia,Traditional Trade,2067622,0.921,1904279.86,951106.12,953173.74,409864.71
2024,12,Pepsi,Pepsi,Beverages,Iberia,Traditional Trade,2089125,0.921,1924084.13,960997.5,963086.63,414127.25
2024,1,Pepsi,Pepsi,Beverages,Iberia,E-commerce,1333462,1.007,1342796.23,613392.52,729403.71,313643.6
2024,2,Pepsi,Pepsi,Beverages,Iberia,E-commerce,1569748,1.007,1580736.24,722084.08,858652.16,369220.43
2024,3,Pepsi,Pepsi,Beverages,Iberia,E-commerce,1404526,1.007,1414357.68,646081.96,768275.72,330358.56
2024,4,Pepsi,Pepsi,Beverages,Iberia,E-commerce,1482532,1.007,1492909.72,681964.72,810945,348706.35
2024,5,Pepsi,Pepsi,Beverages,Iberia,E-commerce,1912001,1.007,1925385.01,879520.46,1045864.55,449721.76
2024,6,Pepsi,Pepsi,Beverages,Iberia,E-commerce,2078318,1.007,2092866.23,956026.28,1136839.95,488841.18
2024,7,Pepsi,Pepsi,Beverages,Iberia,E-commerce,2265821,1.007,2281681.75,1042277.66,1239404.09,532943.76
2024,8,Pepsi,Pepsi,Beverages,Iberia,E-commerce,1948939,1.007,1962581.57,896511.94,1066069.63,458409.94
2024,9,Pepsi,Pepsi,Beverages,Iberia,E-commerce,2040642,1.007,2054926.49,938695.32,1116231.17,479979.4
2024,10,Pepsi,Pepsi,Beverages,Iberia,E-commerce,1687545,1.007,1699357.81,776270.7,923087.11,396927.46
2024,11,Pepsi,Pepsi,Beverages,Iberia,E-commerce,1279151,1.007,1288105.06,588409.46,699695.6,300869.11
2024,12,Pepsi,Pepsi,Beverages,Iberia,E-commerce,1510847,1.007,1521422.93,694989.62,826433.31,355366.32
2024,1,Pepsi,Pepsi,Beverages,Iberia,Foodservice,1328241,1.064,1413248.42,610990.86,802257.56,344970.75
2024,2,Pepsi,Pepsi,Beverages,Iberia,Foodservice,1289114,1.064,1371617.3,592992.44,778624.86,334808.69
2024,3,Pepsi,Pepsi,Beverages,Iberia,Foodservice,1431136,1.064,1522728.7,658322.56,864406.14,371694.64
2024,4,Pepsi,Pepsi,Beverages,Iberia,Foodservice,1795697,1.064,1910621.61,826020.62,1084600.99,466378.43
2024,5,Pepsi,Pepsi,Beverages,Iberia,Foodservice,1598476,1.064,1700778.46,735298.96,965479.5,415156.18
2024,6,Pepsi,Pepsi,Beverages,Iberia,Foodservice,2063438,1.064,2195498.03,949181.48,1246316.55,535916.12
2024,7,Pepsi,Pepsi,Beverages,Iberia,Foodservice,2186297,1.064,2326220.01,1005696.62,1320523.39,567825.06
2024,8,Pepsi,Pepsi,Beverages,Iberia,Foodservice,1825458,1.064,1942287.31,839710.68,1102576.63,474107.95
2024,9,Pepsi,Pepsi,Beverages,Iberia,Foodservice,1774221,1.064,1887771.14,816141.66,1071629.48,460800.68
2024,10,Pepsi,Pepsi,Beverages,Iberia,Foodservice,1535946,1.064,1634246.54,706535.16,927711.38,398915.89
2024,11,Pepsi,Pepsi,Beverages,Iberia,Foodservice,1398348,1.064,1487842.27,643240.08,844602.19,363178.94
2024,12,Pepsi,Pepsi,Beverages,Iberia,Foodservice,1354877,1.064,1441589.13,623243.42,818345.71,351888.66
2024,1,Pepsi,Pepsi,Beverages,France & Benelux,Modern Trade,5298587,0.95,5033657.65,2437350.02,2596307.63,1116412.28
2024,2,Pepsi,Pepsi,Beverages,France & Benelux,Modern Trade,3031403,0.95,2879832.85,1394445.38,1485387.47,638716.61
2024,3,Pepsi,Pepsi,Beverages,France & Benelux,Modern Trade,3785896,0.95,3596601.2,1741512.16,1855089.04,797688.29
2024,4,Pepsi,Pepsi,Beverages,France & Benelux,Modern Trade,4449961,0.95,4227462.95,2046982.06,2180480.89,937606.78
2024,5,Pepsi,Pepsi,Beverages,France & Benelux,Modern Trade,4340101,0.95,4123095.95,1996446.46,2126649.49,914459.28
2024,6,Pepsi,Pepsi,Beverages,France & Benelux,Modern Trade,4443297,0.95,4221132.15,2043916.62,2177215.53,936202.68
2024,7,Pepsi,Pepsi,Beverages,France & Benelux,Modern Trade,4703851,0.95,4468658.45,2163771.46,2304886.99,991101.41
2024,8,Pepsi,Pepsi,Beverages,France & Benelux,Modern Trade,4916754,0.95,4670916.3,2261706.84,2409209.46,1035960.07
2024,9,Pepsi,Pepsi,Beverages,France & Benelux,Modern Trade,4538393,0.95,4311473.35,2087660.78,2223812.57,956239.41
2024,10,Pepsi,Pepsi,Beverages,France & Benelux,Modern Trade,3528966,0.95,3352517.7,1623324.36,1729193.34,743553.14
2024,11,Pepsi,Pepsi,Beverages,France & Benelux,Modern Trade,3850105,0.95,3657599.75,1771048.3,1886551.45,811217.12
2024,12,Pepsi,Pepsi,Beverages,France & Benelux,Modern Trade,4190686,0.95,3981151.7,1927715.56,2053436.14,882977.54
2024,1,Pepsi,Pepsi,Beverages,France & Benelux,Traditional Trade,2092015,0.921,1926745.82,962326.9,964418.92,414700.14
2024,2,Pepsi,Pepsi,Beverages,France & Benelux,Traditional Trade,2374125,0.921,2186569.13,1092097.5,1094471.63,470622.8
2024,3,Pepsi,Pepsi,Beverages,France & Benelux,Traditional Trade,2542521,0.921,2341661.84,1169559.66,1172102.18,504003.94
2024,4,Pepsi,Pepsi,Beverages,France & Benelux,Traditional Trade,3193156,0.921,2940896.68,1468851.76,1472044.92,632979.32
2024,5,Pepsi,Pepsi,Beverages,France & Benelux,Traditional Trade,3314601,0.921,3052747.52,1524716.46,1528031.06,657053.36
2024,6,Pepsi,Pepsi,Beverages,France & Benelux,Traditional Trade,3743031,0.921,3447331.55,1721794.26,1725537.29,741981.03
2024,7,Pepsi,Pepsi,Beverages,France & Benelux,Traditional Trade,3284798,0.921,3025298.96,1511007.08,1514291.88,651145.51
2024,8,Pepsi,Pepsi,Beverages,France & Benelux,Traditional Trade,3167151,0.921,2916946.07,1456889.46,1460056.61,627824.34
2024,9,Pepsi,Pepsi,Beverages,France & Benelux,Traditional Trade,2563814,0.921,2361272.69,1179354.44,1181918.25,508224.85
2024,10,Pepsi,Pepsi,Beverages,France & Benelux,Traditional Trade,2423902,0.921,2232413.74,1114994.92,1117418.82,480490.09
2024,11,Pepsi,Pepsi,Beverages,France & Benelux,Traditional Trade,2030217,0.921,1869829.86,933899.82,935930.04,402449.92
2024,12,Pepsi,Pepsi,Beverages,France & Benelux,Traditional Trade,2193127,0.921,2019869.97,1008838.42,1011031.55,434743.57
2024,1,Pepsi,Pepsi,Beverages,France & Benelux,E-commerce,1543672,1.007,1554477.7,710089.12,844388.58,363087.09
2024,2,Pepsi,Pepsi,Beverages,France & Benelux,E-commerce,1343440,1.007,1352844.08,617982.4,734861.68,315990.52
2024,3,Pepsi,Pepsi,Beverages,France & Benelux,E-commerce,1911942,1.007,1925325.59,879493.32,1045832.27,449707.88
2024,4,Pepsi,Pepsi,Beverages,France & Benelux,E-commerce,1672302,1.007,1684008.11,769258.92,914749.19,393342.15
2024,5,Pepsi,Pepsi,Beverages,France & Benelux,E-commerce,1847862,1.007,1860797.03,850016.52,1010780.51,434635.62
2024,6,Pepsi,Pepsi,Beverages,France & Benelux,E-commerce,2006036,1.007,2020078.25,922776.56,1097301.69,471839.73
2024,7,Pepsi,Pepsi,Beverages,France & Benelux,E-commerce,2335922,1.007,2352273.45,1074524.12,1277749.33,549432.21
2024,8,Pepsi,Pepsi,Beverages,France & Benelux,E-commerce,3523114,1.007,3547775.8,1620632.44,1927143.36,828671.64
2024,9,Pepsi,Pepsi,Beverages,France & Benelux,E-commerce,2078239,1.007,2092786.67,955989.94,1136796.73,488822.59
2024,10,Pepsi,Pepsi,Beverages,France & Benelux,E-commerce,1751533,1.007,1763793.73,805705.18,958088.55,411978.08
2024,11,Pepsi,Pepsi,Beverages,France & Benelux,E-commerce,1419019,1.007,1428952.13,652748.74,776203.39,333767.46
2024,12,Pepsi,Pepsi,Beverages,France & Benelux,E-commerce,1921627,1.007,1935078.39,883948.42,1051129.97,451985.89
2024,1,Pepsi,Pepsi,Beverages,France & Benelux,Foodservice,1484841,1.064,1579870.82,683026.86,896843.96,385642.9
2024,2,Pepsi,Pepsi,Beverages,France & Benelux,Foodservice,1475059,1.064,1569462.78,678527.14,890935.64,383102.33
2024,3,Pepsi,Pepsi,Beverages,France & Benelux,Foodservice,1446004,1.064,1538548.26,665161.84,873386.42,375556.16
2024,4,Pepsi,Pepsi,Beverages,France & Benelux,Foodservice,2405475,1.064,2559425.4,1106518.5,1452906.9,624749.97
2024,5,Pepsi,Pepsi,Beverages,France & Benelux,Foodservice,1757848,1.064,1870350.27,808610.08,1061740.19,456548.28
2024,6,Pepsi,Pepsi,Beverages,France & Benelux,Foodservice,1995190,1.064,2122882.16,917787.4,1205094.76,518190.75
2024,7,Pepsi,Pepsi,Beverages,France & Benelux,Foodservice,2498591,1.064,2658500.82,1149351.86,1509148.96,648934.05
2024,8,Pepsi,Pepsi,Beverages,France & Benelux,Foodservice,2213024,1.064,2354657.54,1017991.04,1336666.5,574766.59
2024,9,Pepsi,Pepsi,Beverages,France & Benelux,Foodservice,2021718,1.064,2151107.95,929990.28,1221117.67,525080.6
2024,10,Pepsi,Pepsi,Beverages,France & Benelux,Foodservice,1637193,1.064,1741973.35,753108.78,988864.57,425211.77
2024,11,Pepsi,Pepsi,Beverages,France & Benelux,Foodservice,1538718,1.064,1637195.95,707810.28,929385.67,399635.84
2024,12,Pepsi,Pepsi,Beverages,France & Benelux,Foodservice,1685546,1.064,1793420.94,775351.16,1018069.78,437770.01
2024,1,Pepsi,Pepsi,Beverages,Germany & DACH,Modern Trade,3704436,0.95,3519214.2,1704040.56,1815173.64,780524.67
2024,2,Pepsi,Pepsi,Beverages,Germany & DACH,Modern Trade,3373875,0.95,3205181.25,1551982.5,1653198.75,710875.46
2024,3,Pepsi,Pepsi,Beverages,Germany & DACH,Modern Trade,4046688,0.95,3844353.6,1861476.48,1982877.12,852637.16
2024,4,Pepsi,Pepsi,Beverages,Germany & DACH,Modern Trade,3612790,0.95,3432150.5,1661883.4,1770267.1,761214.85
2024,5,Pepsi,Pepsi,Beverages,Germany & DACH,Modern Trade,4818521,0.95,4577594.95,2216519.66,2361075.29,1015262.37
2024,6,Pepsi,Pepsi,Beverages,Germany & DACH,Modern Trade,5349850,0.95,5082357.5,2460931,2621426.5,1127213.4
2024,7,Pepsi,Pepsi,Beverages,Germany & DACH,Modern Trade,5250810,0.95,4988269.5,2415372.6,2572896.9,1106345.67
2024,8,Pepsi,Pepsi,Beverages,Germany & DACH,Modern Trade,5170495,0.95,4911970.25,2378427.7,2533542.55,1089423.3
2024,9,Pepsi,Pepsi,Beverages,Germany & DACH,Modern Trade,4807079,0.95,4566725.05,2211256.34,2355468.71,1012851.55
2024,10,Pepsi,Pepsi,Beverages,Germany & DACH,Modern Trade,4105337,0.95,3900070.15,1888455.02,2011615.13,864994.51
2024,11,Pepsi,Pepsi,Beverages,Germany & DACH,Modern Trade,3583556,0.95,3404378.2,1648435.76,1755942.44,755055.25
2024,12,Pepsi,Pepsi,Beverages,Germany & DACH,Modern Trade,3870017,0.95,3676516.15,1780207.82,1896308.33,815412.58
2024,1,Pepsi,Pepsi,Beverages,Germany & DACH,Traditional Trade,2497023,0.921,2299758.18,1148630.58,1151127.6,494984.87
2024,2,Pepsi,Pepsi,Beverages,Germany & DACH,Traditional Trade,2254933,0.921,2076793.29,1037269.18,1039524.11,446995.37
2024,3,Pepsi,Pepsi,Beverages,Germany & DACH,Traditional Trade,2550260,0.921,2348789.46,1173119.6,1175669.86,505538.04
2024,4,Pepsi,Pepsi,Beverages,Germany & DACH,Traditional Trade,2748135,0.921,2531032.33,1264142.1,1266890.23,544762.8
2024,5,Pepsi,Pepsi,Beverages,Germany & DACH,Traditional Trade,3002540,0.921,2765339.34,1381168.4,1384170.94,595193.5
2024,6,Pepsi,Pepsi,Beverages,Germany & DACH,Traditional Trade,2904518,0.921,2675061.08,1336078.28,1338982.8,575762.6
2024,7,Pepsi,Pepsi,Beverages,Germany & DACH,Traditional Trade,3149453,0.921,2900646.21,1448748.38,1451897.83,624316.07
2024,8,Pepsi,Pepsi,Beverages,Germany & DACH,Traditional Trade,3435594,0.921,3164182.07,1580373.24,1583808.83,681037.8
2024,9,Pepsi,Pepsi,Beverages,Germany & DACH,Traditional Trade,3044629,0.921,2804103.31,1400529.34,1403573.97,603536.81
2024,10,Pepsi,Pepsi,Beverages,Germany & DACH,Traditional Trade,2902018,0.921,2672758.58,1334928.28,1337830.3,575267.03
2024,11,Pepsi,Pepsi,Beverages,Germany & DACH,Traditional Trade,2259193,0.921,2080716.75,1039228.78,1041487.97,447839.83
2024,12,Pepsi,Pepsi,Beverages,Germany & DACH,Traditional Trade,2247874,0.921,2070291.95,1034022.04,1036269.91,445596.06
2024,1,Pepsi,Pepsi,Beverages,Germany & DACH,E-commerce,1461567,1.007,1471797.97,672320.82,799477.15,343775.17
2024,2,Pepsi,Pepsi,Beverages,Germany & DACH,E-commerce,1481725,1.007,1492097.07,681593.5,810503.57,348516.54
2024,3,Pepsi,Pepsi,Beverages,Germany & DACH,E-commerce,1922985,1.007,1936445.89,884573.1,1051872.79,452305.3
2024,4,Pepsi,Pepsi,Beverages,Germany & DACH,E-commerce,1870229,1.007,1883320.6,860305.34,1023015.26,439896.56
2024,5,Pepsi,Pepsi,Beverages,Germany & DACH,E-commerce,2257077,1.007,2272876.54,1038255.42,1234621.12,530887.08
2024,6,Pepsi,Pepsi,Beverages,Germany & DACH,E-commerce,2033564,1.007,2047798.95,935439.44,1112359.51,478314.59
2024,7,Pepsi,Pepsi,Beverages,Germany & DACH,E-commerce,2240126,1.007,2255806.88,1030457.96,1225348.92,526900.04
2024,8,Pepsi,Pepsi,Beverages,Germany & DACH,E-commerce,2440410,1.007,2457492.87,1122588.6,1334904.27,574008.84
2024,9,Pepsi,Pepsi,Beverages,Germany & DACH,E-commerce,1869669,1.007,1882756.68,860047.74,1022708.94,439764.84
2024,10,Pepsi,Pepsi,Beverages,Germany & DACH,E-commerce,1855573,1.007,1868562.01,853563.58,1014998.43,436449.32
2024,11,Pepsi,Pepsi,Beverages,Germany & DACH,E-commerce,1823107,1.007,1835868.75,838629.22,997239.53,428813
2024,12,Pepsi,Pepsi,Beverages,Germany & DACH,E-commerce,1542971,1.007,1553771.8,709766.66,844005.14,362922.21
2024,1,Pepsi,Pepsi,Beverages,Germany & DACH,Foodservice,1461577,1.064,1555117.93,672325.42,882792.51,379600.78
2024,2,Pepsi,Pepsi,Beverages,Germany & DACH,Foodservice,1477235,1.064,1571778.04,679528.1,892249.94,383667.47
2024,3,Pepsi,Pepsi,Beverages,Germany & DACH,Foodservice,1747885,1.064,1859749.64,804027.1,1055722.54,453960.69
2024,4,Pepsi,Pepsi,Beverages,Germany & DACH,Foodservice,1835512,1.064,1952984.77,844335.52,1108649.25,476719.18
2024,5,Pepsi,Pepsi,Beverages,Germany & DACH,Foodservice,1899277,1.064,2020830.73,873667.42,1147163.31,493280.22
2024,6,Pepsi,Pepsi,Beverages,Germany & DACH,Foodservice,2009444,1.064,2138048.42,924344.24,1213704.18,521892.8
2024,7,Pepsi,Pepsi,Beverages,Germany & DACH,Foodservice,2535445,1.064,2697713.48,1166304.7,1531408.78,658505.78
2024,8,Pepsi,Pepsi,Beverages,Germany & DACH,Foodservice,2348004,1.064,2498276.26,1080081.84,1418194.42,609823.6
2024,9,Pepsi,Pepsi,Beverages,Germany & DACH,Foodservice,2639997,1.064,2808956.81,1214398.62,1594558.19,685660.02
2024,10,Pepsi,Pepsi,Beverages,Germany & DACH,Foodservice,1537361,1.064,1635752.1,707186.06,928566.04,399283.4
2024,11,Pepsi,Pepsi,Beverages,Germany & DACH,Foodservice,1655798,1.064,1761769.07,761667.08,1000101.99,430043.86
2024,12,Pepsi,Pepsi,Beverages,Germany & DACH,Foodservice,1855271,1.064,1974008.34,853424.66,1120583.68,481850.98
2024,1,Pepsi,Pepsi,Beverages,Poland & CEE,Modern Trade,3078819,0.95,2924878.05,1416256.74,1508621.31,648707.16
2024,2,Pepsi,Pepsi,Beverages,Poland & CEE,Modern Trade,3354148,0.95,3186440.6,1542908.08,1643532.52,706718.98
2024,3,Pepsi,Pepsi,Beverages,Poland & CEE,Modern Trade,4049441,0.95,3846968.95,1862742.86,1984226.09,853217.22
2024,4,Pepsi,Pepsi,Beverages,Poland & CEE,Modern Trade,3535189,0.95,3358429.55,1626186.94,1732242.61,744864.32
2024,5,Pepsi,Pepsi,Beverages,Poland & CEE,Modern Trade,4344840,0.95,4127598,1998626.4,2128971.6,915457.79
2024,6,Pepsi,Pepsi,Beverages,Poland & CEE,Modern Trade,5095834,0.95,4841042.3,2344083.64,2496958.66,1073692.22
2024,7,Pepsi,Pepsi,Beverages,Poland & CEE,Modern Trade,5288106,0.95,5023700.7,2432528.76,2591171.94,1114203.93
2024,8,Pepsi,Pepsi,Beverages,Poland & CEE,Modern Trade,5360241,0.95,5092228.95,2465710.86,2626518.09,1129402.78
2024,9,Pepsi,Pepsi,Beverages,Poland & CEE,Modern Trade,4868976,0.95,4625527.2,2239728.96,2385798.24,1025893.24
2024,10,Pepsi,Pepsi,Beverages,Poland & CEE,Modern Trade,4142907,0.95,3935761.65,1905737.22,2030024.43,872910.5
2024,11,Pepsi,Pepsi,Beverages,Poland & CEE,Modern Trade,3297890,0.95,3132995.5,1517029.4,1615966.1,694865.42
2024,12,Pepsi,Pepsi,Beverages,Poland & CEE,Modern Trade,3863759,0.95,3670571.05,1777329.14,1893241.91,814094.02
2024,1,Pepsi,Pepsi,Beverages,Poland & CEE,Traditional Trade,2204583,0.921,2030420.94,1014108.18,1016312.76,437014.49
2024,2,Pepsi,Pepsi,Beverages,Poland & CEE,Traditional Trade,2168171,0.921,1996885.49,997358.66,999526.83,429796.54
2024,3,Pepsi,Pepsi,Beverages,Poland & CEE,Traditional Trade,2492096,0.921,2295220.42,1146364.16,1148856.26,494008.19
2024,4,Pepsi,Pepsi,Beverages,Poland & CEE,Traditional Trade,2436862,0.921,2244349.9,1120956.52,1123393.38,483059.15
2024,5,Pepsi,Pepsi,Beverages,Poland & CEE,Traditional Trade,3237109,0.921,2981377.39,1489070.14,1492307.25,641692.12
